"Data","Study","sample_ids","GEO.series.accession.or.data.source","GEO.sample.accession.or.dataset.name","Author.described.protocol","Protocol.classification.region","Original.protocol.cited","Batch.variable","Age","Condition","Donor.ID..cell.line","Sequencing.platform","Normalization.of.available.data","Normalization.for.this.study","unprocessed_seurat_path","processed_seurat_path","pre_qc_cell_number","post_qc_cell_number","mean_mito","median_mito","mean_feature","median_feature","mean_count","median_count","dividing_cons_coexp_metric","intProg_cons_coexp_metric","nProg_cons_coexp_metric","glut_cons_coexp_metric","gaba_cons_coexp_metric","nonN_cons_coexp_metric","micro_cons_coexp_metric","egad_auc_gaba_markers","egad_auc_glut_markers","egad_auc_nonN_markers","egad_auc_intProg_markers","egad_auc_divProg_markers","egad_auc_nProg_markers","egad_auc_micro_markers","go_nProg_missing_ratio","go_nProg_no_exp_ratio","go_nProg_mean_counts","go_nProg_median_counts","go_divProg_missing_ratio","go_divProg_no_exp_ratio","go_divProg_mean_counts","go_divProg_median_counts","go_intProg_missing_ratio","go_intProg_no_exp_ratio","go_intProg_mean_counts","go_intProg_median_counts","go_glut_missing_ratio","go_glut_no_exp_ratio","go_glut_mean_counts","go_glut_median_counts","go_gaba_missing_ratio","go_gaba_no_exp_ratio","go_gaba_mean_counts","go_gaba_median_counts","go_nonN_missing_ratio","go_nonN_no_exp_ratio","go_nonN_mean_counts","go_nonN_median_counts","go_micro_missing_ratio","go_micro_no_exp_ratio","go_micro_mean_counts","go_micro_median_counts","treatment","genome_cons_coexp_score"
"","Shi et al. 2020","shi_2","GSE131094","Organoid d100 rep 2","cerebral","undirected","Authors developed the protocol","Vascularization/Age","day_100","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d100_rep2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d100_rep2_seurat_processed.Rdata",4416,4400,-0.549709043350774,-0.13099173195224,2492.7525,2313,63.6918000018091,14.7921003222019,0.999423692187963,0.770265034131144,0.949649095247665,0.860878260239111,0.737374642365683,0.922006219085827,0.498852339920057,0.785574292340553,0.896224227915804,0.914223515151515,0.726388272348701,0.9701578672017,0.88832654512542,0.577013276299719,0,0,168.152182938306,146.619000531254,0,0,-302.157869748359,-293.322563056751,0,0,-101.138877257584,-133.825028886942,0,0,-451.408813778134,-355.31803717689,0,0,409.272795562948,247.405079942934,0,0,900.407269719232,821.163570445811,0.171717171717172,0,172.723364688094,-41.4630303844262,"Normal",0.696275189994543
"","Shi et al. 2020","shi_3","GSE131094","Organoid d100 rep 3","cerebral","undirected","Authors developed the protocol","Vascularization/Age","day_100","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d100_rep3_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d100_rep3_seurat_processed.Rdata",4855,4832,-0.677148955574961,-0.104921109422924,2484.87003311258,2298,32.6309168539104,-53.1954267934632,0.999440340863319,0.78017493549743,0.943631341088959,0.849403642347225,0.734273174674628,0.923520711489197,0.503624235979594,0.778017302034699,0.893670742753623,0.936329050505051,0.742641618763048,0.965062988508452,0.872441168864753,0.632420265957473,0,0,191.986485975569,103.722916005989,0,0,-308.039188110398,-295.208240994088,0,0,-109.273061630217,-136.805338484715,0,0,-508.301096413891,-413.296284582641,0,0,411.358436207696,176.415761285485,0,0,988.819588683202,887.010058910283,0.171717171717172,0,210.166946918375,-32.6415845668053,"Normal",0.698866582582684
"","Shi et al. 2020","shi_4","GSE131094","Organoid d65 rep 1","cerebral","undirected","Authors developed the protocol","Vascularization/Age","day_65","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d65_rep1_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d65_rep1_seurat_processed.Rdata",1537,1529,-0.546751320415606,-0.018769912916578,2316.05624591236,2416,-558.312518367371,-427.606316504804,0.999129630687463,0.754685973283669,0.898653047258777,0.848160937234027,0.594209250361201,0.766862583981826,0.52351171339281,0.445969615150388,0.860419901656315,0.823653818181818,0.68977790875371,0.977517517782553,0.916814714248772,0.712398976415286,0,0,74.1685915991005,-28.0035815030858,0,0,-51.4751419246976,-52.6541644664713,0,0,-105.268794841902,-95.8385033230863,0,0,-80.8120583519155,-74.8881201774696,0,0,-79.5857378093619,-93.9529959657287,0,0,-189.322067939838,-164.47192829577,0.171717171717172,0,126.336542097057,-11.7467298399093,"Normal",0.670204133541524
"","Shi et al. 2020","shi_5","GSE131094","Organoid d65 rep 2","cerebral","undirected","Authors developed the protocol","Vascularization/Age","day_65","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d65_rep2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d65_rep2_seurat_processed.Rdata",4339,4322,-1.01641830430313,-0.267392000997216,2382.38223044887,2249.5,-538.978302273355,-669.604160708692,0.999478276408046,0.805806057276202,0.944610599072479,0.859123258106072,0.764207363554464,0.885296566613498,0.517755983148221,0.824860761555399,0.894719418564527,0.85943498989899,0.812324752337361,0.941444933289989,0.826840250840445,0.608363377476527,0,0,-259.31932619897,-309.213230559949,0,0,226.743637817467,223.259245576644,0,0,-18.3038774548978,-106.419230772651,0,0,-99.148812466588,-191.119609070046,0,0,184.237342593531,-21.7152984475493,0,0,-196.147100552523,-226.439606072084,0.171717171717172,0,-274.801156412525,-163.904448670011,"Normal",0.702259392549846
"","Shi et al. 2020","shi_6","GSE131094","Organoid d65 rep 3","cerebral","undirected","Authors developed the protocol","Vascularization/Age","day_65","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d65_rep3_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d65_rep3_seurat_processed.Rdata",5875,5858,0.0144266752108226,0.164288590317993,2546.80675998634,2485,-394.603081451826,-358.024207981501,0.999445613757567,0.845349237746959,0.937929862296517,0.917188376726133,0.768494549516156,0.852924001482269,0.548216589989996,0.760000886239751,0.920999396135266,0.849530181818182,0.865353840185323,0.865357619689934,0.929237134729765,0.722195499973278,0,0,-80.0709616843551,-362.497293655662,0,0,719.559432332613,619.500327128812,0,0,-113.205359032729,-118.651123277159,0,0,-280.705774293902,-332.40772640789,0,0,-239.53959323432,-294.112628139059,0,0,-330.107038371815,-502.6645784083,0.171717171717172,0,112.114779544597,-90.7191400606876,"Normal",0.726201623047371
"","Shi et al. 2020","shi_7","GSE131094","vOrganoid d100 rep 1","vascularized cerebral","vascularized undirected","Authors developed the protocol","Vascularization/Age","day_100","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d100_rep1_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d100_rep1_seurat_processed.Rdata",4767,4743,-0.294193892386706,0.432716744214768,2576.87286527514,2554,425.127048291213,470.669341104072,0.999204378845734,0.788133515578204,0.960901069981251,0.884625047546795,0.679397671890132,0.811708669663428,0.53166858785545,0.606011340275944,0.856806957384403,0.797627474747475,0.761640796847625,0.960129914258355,0.952799327644169,0.627479591801712,0,0,-292.170248639189,-261.627061319729,0,0,-273.901429270895,-294.558018283123,0,0,125.295233485467,-174.639057573339,0,0,1186.72913536837,902.14126626041,0,0,-347.964232734373,-273.369191150022,0,0,-751.22944777419,-632.063932599961,0.171717171717172,0,-267.15655309859,-111.322295611177,"Normal",0.702020573256156
"","Shi et al. 2020","shi_8","GSE131094","vOrganoid d100 rep 2","vascularized cerebral","vascularized undirected","Authors developed the protocol","Vascularization/Age","day_100","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d100_rep2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d100_rep2_seurat_processed.Rdata",5893,5868,-1.42060994021038,-0.159426317205131,2481.80930470348,2341.5,-109.924276688192,-198.215395227731,0.999543455239719,0.793031519837791,0.948830805080757,0.900344438443449,0.781951528866687,0.925364976557591,0.503231820354446,0.795616945622604,0.909846769323671,0.934107797979798,0.745722247298311,0.963709224667431,0.895411817946729,0.629632571528596,0,0,224.782568302753,81.7802357880075,0,0,34.1287344466506,33.3049042536943,0,0,-67.7442214916648,-106.378882570955,0,0,-353.38643947895,-296.505513476423,0,0,305.311572751361,87.5214007600785,0,0,823.031303674319,655.613814392744,0.171717171717172,0,0.477884529823427,-72.5994419221602,"Normal",0.712414037611996
"","Shi et al. 2020","shi_9","GSE131094","vOrganoid d100 rep 3","vascularized cerebral","vascularized undirected","Authors developed the protocol","Vascularization/Age","day_100","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d100_rep3_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d100_rep3_seurat_processed.Rdata",6152,6117,-1.46214612442904,-0.145601305426319,2433.978911231,2300,-165.576431354857,-246.597974361528,0.999556149244389,0.793019527896864,0.954997952128133,0.895957471624283,0.785268406993531,0.926053136127089,0.508681332147909,0.819172359858848,0.912057884748102,0.938988606060606,0.744311561900428,0.957507701646336,0.902029997414016,0.648927506215987,0,0,172.896241548531,82.918181452075,0,0,-17.9622841776196,8.01418244164016,0,0,-34.9787678916173,-127.150319775388,0,0,-418.884818332635,-347.211911662554,0,0,395.962228671939,145.980785169829,0,0,744.494526081368,594.441076761924,0.171717171717172,0,-56.697258863873,-79.9285573564449,"Normal",0.712669340495299
"","Shi et al. 2020","shi_10","GSE131094","vOrganoid d65 rep 1","vascularized cerebral","vascularized undirected","Authors developed the protocol","Vascularization/Age","day_65","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d65_rep1_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d65_rep1_seurat_processed.Rdata",2085,2078,-0.637219204930623,0.046059786980331,2495.19874879692,2535,-91.3803504696675,89.1890504917485,0.998981452594484,0.759273502521673,0.929878800328677,0.873694012991571,0.660574037655771,0.798776837933201,0.534538897603811,0.58718712892453,0.888847373188406,0.796486141414141,0.753012550064099,0.982133847577273,0.926305275407292,0.679185672559781,0,0,-98.5734846347577,-179.463908321433,0,0,-116.574675897481,-136.662909700551,0,0,-122.660660368403,-107.935912761665,0,0,-8.77412153022889,-37.8836787918667,0,0,-156.974575567158,-142.344309629774,0,0,-294.866929896386,-236.883582437327,0.171717171717172,0,47.246207040356,-22.3028834393997,"Normal",0.677916059270218
"","Shi et al. 2020","shi_11","GSE131094","vOrganoid d65 rep 2","vascularized cerebral","vascularized undirected","Authors developed the protocol","Vascularization/Age","day_65","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d65_rep2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d65_rep2_seurat_processed.Rdata",4465,4444,-0.809619702985154,-0.252110634017064,2521.52812781278,2458,-293.065683966336,-350.615560186005,0.999322188973695,0.827482561209375,0.954009408762857,0.885709167022173,0.775761579839586,0.853638487440991,0.520397190523828,0.822848458391942,0.906150793650794,0.872893090909091,0.798788638418142,0.945887200729199,0.90207104990949,0.638876018080911,0,0,-140.21301447379,-127.122674438488,0,0,69.973243071473,45.1510612747701,0,0,8.47705294233492,-87.933010100196,0,0,110.813651144179,47.1624661582259,0,0,-235.188136378388,-142.470285617084,0,0,-435.615349162239,-339.057028218284,0.171717171717172,0,-144.351653705451,-110.24510649523,"Normal",0.704817502848138
"","Shi et al. 2020","shi_12","GSE131094","vOrganoid d65 rep 3","vascularized cerebral","vascularized undirected","Authors developed the protocol","Vascularization/Age","day_65","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d65_rep3_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_vascularH9_d65_rep3_seurat_processed.Rdata",8489,8470,-3.7262619144089,0.0595555359385753,2520.29220779221,2481,-458.730325497606,-471.363025382197,0.999175524396656,0.837885692329624,0.948355628849299,0.917336113288515,0.747905993930772,0.844961251550744,0.525985628433789,0.756128976626624,0.897728228519669,0.828716929292929,0.842752098619903,0.959566050289802,0.917784134988363,0.703930965398855,0,0,-271.429443770684,-354.022840447219,0,0,-341.483531564491,-370.001573405083,0,0,-35.4673375129133,-230.537468066593,0,0,144.086167600109,-43.6211759995909,0,0,-622.00940378247,-508.729457095375,0,0,-987.95430724741,-944.998258126219,0.171717171717172,0,-169.773773939425,-196.151525190561,"Normal",0.71672932067567
"","Suong et al. 2021","suong_1","GSE184409","GSM5587100","brain organoid","undirected","Authors developed the protocol","Condition","day_90","Orbital mixing","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/suong_2021_GSM5587100_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/suong_2021_GSM5587100_seurat_processed.Rdata",1794,1731,5.42005794717384,3.35122588132888,2813.20566146736,3012,8485.70017331023,7965,0.997158300585242,0.816129038179036,0.954994072619317,0.894462032964377,0.65715201664117,0.858830747418113,0.506782040522192,0.468554956146103,0.847989993098689,0.889034343434343,0.703381168562295,0.986325563287847,0.956466576157228,0.700531601143222,0,0.0131578947368421,827.315789473684,294.5,0,0,285.919191919192,136,0,0.0126582278481013,318.303797468354,111,0,0.0217391304347826,1159.96739130435,324.5,0,0.0240963855421687,160.626506024096,39,0,0.0133333333333333,396.32,79,0.0101010101010101,0.26530612244898,668.30612244898,13.5,"Treated",0.697472293615385
"","Suong et al. 2021","suong_2","GSE184409","GSM5587101","brain organoid","undirected","Authors developed the protocol","Condition","day_90","Orbital mixing","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/suong_2021_GSM5587101_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/suong_2021_GSM5587101_seurat_processed.Rdata",1691,1613,5.51764799397969,4.30278884462151,3041.10911345319,3397,9453.27960322381,9397,0.998685047585429,0.801067802801097,0.945682138487017,0.890793810825749,0.650888313270482,0.853842170557623,0.512068824940399,0.534966649241277,0.863346488957902,0.862854464646465,0.755179559299146,0.987870060245188,0.943726079648306,0.712969214498267,0,0.0131578947368421,1162.35526315789,431,0,0,293.959595959596,168,0,0.0379746835443038,454.544303797468,148,0,0.0108695652173913,1070.86956521739,305.5,0,0.0481927710843374,164.987951807229,45,0,0.0133333333333333,481.626666666667,114,0.0101010101010101,0.204081632653061,753.255102040816,16,"Treated",0.71555848728688
"","Suong et al. 2021","suong_3","GSE184409","GSM5587102","brain organoid","undirected","Authors developed the protocol","Condition","day_90","Orbital mixing","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/suong_2021_GSM5587102_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/suong_2021_GSM5587102_seurat_processed.Rdata",1529,1405,7.1641275898656,5.85176505053464,3115.56014234875,3449,10701.2925266904,10723,0.999046484956872,0.80701617260074,0.946914041532368,0.910382512656379,0.712277201027029,0.823941128135724,0.610487225193107,0.616241421289036,0.876558186680469,0.818113939393939,0.727567988321589,0.979911733224679,0.934046418412206,0.839189673542375,0,0.0131578947368421,1432.69736842105,501.5,0,0,560.545454545455,288,0,0.0379746835443038,475.189873417722,146,0,0,869.489130434783,261,0,0,163.397590361446,51,0,0.0266666666666667,494.426666666667,128,0.0101010101010101,0.13265306122449,554.724489795918,16.5,"Treated",0.72637224651808
"","Suong et al. 2021","suong_4","GSE184409","GSM5587103","brain organoid","undirected","Authors developed the protocol","Condition","day_90","Vertical mixing","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/suong_2021_GSM5587103_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/suong_2021_GSM5587103_seurat_processed.Rdata",2549,2506,7.2066370174568,5.14288858353257,1973.75259377494,1881,5784.1061452514,4380.5,0.999345916997809,0.693612088855387,0.942751869160067,0.667091050274563,0.745918790440412,0.876322844667859,0.516493369091368,0.782277240944037,0.633310149240856,0.847325090909091,0.50724118679116,0.940318185985872,0.779982544608223,0.616047862734917,0,0.0131578947368421,1060.97368421053,215.5,0,0,607.616161616162,314,0,0.10126582278481,248.962025316456,34,0,0.0326086956521739,381.315217391304,39,0,0.0120481927710843,609.024096385542,163,0,0.0266666666666667,612.986666666667,173,0.0101010101010101,0.295918367346939,569.224489795918,7.5,"Treated",0.712277511352272
